dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.4401544401544401,4.84384822845459,2.031625747680664,ok,,1035,617,288,130,259,,0,8.298362510761046e-06,False,False,False,0.5526812076568604,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.4384615384615384,,,1.6038054068435803,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,46.26185083389282,18.992850065231323,ok,,31492,18774,8757,3961,7874,0.0333649814128875,5,8.298362510761046e-06,True,False,False,29.43964052200317,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9891441555162838,0.9891441555162838,0.0,0.0308590391466808,0.0309747140197541,0.0001156748730733,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8765,5.816880941390991,2.3448615074157715,ok,,8000,4769,2225,1006,2000,0.3425802886486053,5,8.298362510761046e-06,True,True,True,2.890995502471924,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8618290258449304,0.8628230616302187,0.0009940357852883,0.3427285398350241,0.3436866839278379,0.0009581440928138,0.0,Gate passed: gate_accuracy_delta=0.000994 > threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7341428571428571,131.41302132606506,53.69851732254028,ok,,56000,33385,15572,7043,14000,0.5705064535140991,5,8.298362510761046e-06,True,False,False,88.10256052017212,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7323583700127786,0.7323583700127786,0.0,0.5456260547661307,0.5458548260169424,0.0002287712508116,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,2.303410530090332,0.5684773921966553,ok,,1792,1068,498,226,448,0.2435368448495865,5,8.298362510761046e-06,True,False,False,0.7333784103393555,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8849557522123894,0.8849557522123894,0.0,0.2720150027219218,0.2729058848084174,0.0008908820864955,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8528464017185822,2.9770328998565674,0.8856439590454102,ok,,3722,2219,1035,468,931,0.4879140853881836,5,8.298362510761046e-06,True,False,False,1.2350280284881592,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8333333333333334,0.8290598290598291,-0.0042735042735042,0.4080883459103942,0.4081487826895134,6.0436779119155126e-05,0.0,Gate rejected: gate_accuracy_delta=-0.004274 <= threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7148887621220764,55.47999954223633,23.076555252075195,ok,,35060,20901,9749,4410,8765,0.5561073422431946,5,8.298362510761046e-06,True,True,True,35.609614849090576,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.710204081632653,0.7104308390022676,0.0002267573696145,0.5669043811501513,0.563572138979909,-0.0033322421702423,0.0,Gate passed: gate_accuracy_delta=0.000227 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7086138049058757,55.84335279464722,23.20640993118286,ok,,35060,20901,9749,4410,8765,0.6901400685310364,5,8.298362510761046e-06,True,False,False,35.57781958580017,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7074829931972789,0.7049886621315192,-0.0024943310657596,0.566604575052947,0.5681802136020877,0.0015756385491406,0.0,Gate rejected: gate_accuracy_delta=-0.002494 <= threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7166212534059946,2.185553550720215,0.3472306728363037,ok,,1467,875,408,184,367,0.6926916241645813,5,8.298362510761046e-06,True,False,False,0.6180758476257324,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6847826086956522,0.6847826086956522,0.0,0.6151280446329267,0.613458127156658,-0.0016699174762686,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,1.7602992057800293,0.1993541717529297,ok,,1200,715,334,151,300,0.474880963563919,5,8.298362510761046e-06,True,False,False,0.5750143527984619,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7152317880794702,0.7152317880794702,0.0,0.5558576012808446,0.5528380060086115,-0.003019595272233,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Gender_Gap_in_Spanish_WP,/home/crc00006699/zh/tabiclv2/data178/Gender_Gap_in_Spanish_WP,multiclass,3796,760,950,13,3,0.611578947368421,2.7051689624786377,0.9905686378479004,ok,,3796,2263,1056,477,950,0.79804927110672,5,8.298362510761046e-06,True,True,True,1.1700830459594729,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.610062893081761,0.6121593291404612,0.0020964360587002,0.8440384576711671,0.8477796139219278,0.0037411562507606,0.0,Gate passed: gate_accuracy_delta=0.002096 > threshold=0.000000
IBM_HR_Analytics_Employee_Attrition_and_Performance,/home/crc00006699/zh/tabiclv2/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,binclass,1176,236,294,31,2,0.8639455782312925,2.0778019428253174,0.4333047866821289,ok,,1176,701,327,148,294,0.2791390717029571,5,8.298362510761046e-06,True,True,True,0.6563892364501953,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8918918918918919,0.8986486486486487,0.0067567567567567,0.288636249915442,0.2885920628596995,-4.418705574249504e-05,0.0,Gate passed: gate_accuracy_delta=0.006757 > threshold=0.000000
