dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.4401544401544401,5.06486701965332,2.0336568355560303,ok,,1035,654,295,86,259,,0,1.5297130224739906e-05,False,False,False,0.5521819591522217,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.3604651162790697,,,1.8042676253883767,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,145.6613314151764,19.16436457633972,ok,,31492,19903,8970,2619,7874,0.0063869133591651,20,1.5297130224739906e-05,True,False,False,128.3652148246765,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9893088965253912,0.9877815960290188,-0.0015273004963726,0.0292673461062377,0.031028435606698,0.0017610895004602,0.0,Gate rejected: gate_accuracy_delta=-0.001527 <= threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,14.304037094116213,2.4771759510040283,ok,,8000,5056,2279,665,2000,0.2889304459095001,20,1.5297130224739906e-05,True,False,False,10.910455465316772,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8511278195488722,0.8511278195488722,0.0,0.3551706748031091,0.3584265132631957,0.0032558384600866,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7347142857142858,428.6417939662933,53.23237371444702,ok,,56000,35392,15951,4657,14000,0.5560067296028137,20,1.5297130224739906e-05,True,True,True,384.2501285076141,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.733734163624651,0.7352372772170925,0.0015031135924414,0.544157221271685,0.5443664793200277,0.0002092580483427,0.0,Gate passed: gate_accuracy_delta=0.001503 > threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,3.444757461547852,0.6338989734649658,ok,,1792,1133,510,149,448,0.0059953560121357,20,1.5297130224739906e-05,True,False,False,1.7813770771026611,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8926174496644296,0.8926174496644296,0.0,0.240506439093102,0.2335543616889126,-0.0069520774041893,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8528464017185822,5.36560583114624,0.9516496658325196,ok,,3722,2352,1060,310,931,0.4358934760093689,20,1.5297130224739906e-05,True,False,False,3.6032872200012207,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8193548387096774,0.8193548387096774,0.0,0.4194097173733986,0.4281904560892434,0.0087807387158447,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7121505989731888,175.74145579338074,22.997297286987305,ok,,35060,22158,9987,2915,8765,0.544223427772522,20,1.5297130224739906e-05,True,True,True,155.34251046180725,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7138936535162951,0.7217838765008576,0.0078902229845625,0.5690169059859383,0.5631945234396508,-0.0058223825462875,0.0,Gate passed: gate_accuracy_delta=0.007890 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7086138049058757,175.97891998291016,23.143349409103397,ok,,35060,22158,9987,2915,8765,0.6902415752410889,20,1.5297130224739906e-05,True,False,False,155.20440673828125,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6847341337907376,0.6813036020583191,-0.0034305317324184,0.5843250868350887,0.5921370449549599,0.0078119581198712,0.0,Gate rejected: gate_accuracy_delta=-0.003431 <= threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7111716621253406,2.699775695800781,0.3548786640167236,ok,,1467,927,418,122,367,0.6929970383644104,20,1.5297130224739906e-05,True,True,True,1.3726987838745115,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7459016393442623,0.7786885245901639,0.0327868852459015,0.514254170318177,0.5143416173287542,8.744701057716853e-05,0.0,Gate passed: gate_accuracy_delta=0.032787 > threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,2.370500326156616,0.2587926387786865,ok,,1200,758,342,100,300,0.3103124797344208,20,1.5297130224739906e-05,True,False,False,1.1542048454284668,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.75,0.75,0.0,0.4584074711939839,0.4644204827653254,0.0060130115713414,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
