dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.4401544401544401,4.9364848136901855,2.0567359924316406,ok,,1035,636,291,108,259,,0,1.5580286252552488e-05,False,False,False,0.5709371566772461,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.4629629629629629,,,1.6385125474056497,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,47.41391444206238,18.951939582824707,ok,,31492,19361,8853,3278,7874,0.0298074148595333,5,1.5580286252552488e-05,True,False,False,30.354650497436523,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9881025015253204,0.9881025015253204,0.0,0.0351384652548295,0.0354004950640618,0.0002620298092323,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,6.255236387252808,2.414501667022705,ok,,8000,4918,2249,833,2000,0.3444595038890838,5,1.5580286252552488e-05,True,False,False,2.931431293487549,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8535414165666266,0.8535414165666266,0.0,0.3370347520687257,0.3381120350668039,0.0010772829980781,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7345,135.91724681854248,53.27674818038941,ok,,56000,34428,15743,5829,14000,0.5761143565177917,5,1.5580286252552488e-05,True,True,True,92.6249303817749,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7394064161948877,0.7397495282209642,0.0003431120260765,0.539847508105678,0.5400119058446504,0.0001643977389723,0.0,Gate passed: gate_accuracy_delta=0.000343 > threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,2.294269561767578,0.6001548767089844,ok,,1792,1102,504,186,448,0.2190379947423935,5,1.5580286252552488e-05,True,False,False,0.721930980682373,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8763440860215054,0.8763440860215054,0.0,0.2819731599025428,0.2816672176913731,-0.0003059422111696,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8528464017185822,2.9676625728607178,0.9942870140075684,ok,,3722,2288,1046,388,931,0.4799506366252899,5,1.5580286252552488e-05,True,False,False,1.243363857269287,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8324742268041238,0.8273195876288659,-0.0051546391752578,0.3896296998003167,0.3875427576311264,-0.0020869421691903,0.0,Gate rejected: gate_accuracy_delta=-0.005155 <= threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7136337706788363,57.9342827796936,23.030064582824707,ok,,35060,21555,9856,3649,8765,0.5660008788108826,5,1.5580286252552488e-05,True,True,True,37.79300570487976,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.724582077281447,0.728692792545903,0.004110715264456,0.5512861914549757,0.5460279812682598,-0.0052582101867159,0.0,Gate passed: gate_accuracy_delta=0.004111 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7086138049058757,58.15343070030213,23.1145761013031,ok,,35060,21555,9856,3649,8765,0.6904054880142212,5,1.5580286252552488e-05,True,False,False,37.68022704124451,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7053987393806522,0.7029323102219787,-0.0024664291586735,0.5777025377568394,0.5797663042605694,0.0020637665037299,0.0,Gate rejected: gate_accuracy_delta=-0.002466 <= threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7166212534059946,2.1687731742858887,0.3591229915618896,ok,,1467,902,412,153,367,0.7021268010139465,5,1.5580286252552488e-05,True,False,False,0.5991601943969727,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6928104575163399,0.6928104575163399,0.0,0.6060317458679237,0.6073096984368948,0.001277952568971,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,1.7054824829101562,0.2240536212921142,ok,,1200,738,337,125,300,0.4402069747447967,5,1.5580286252552488e-05,True,False,False,0.5469367504119873,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.744,0.744,0.0,0.533360794960935,0.5275230328403018,-0.0058377621206332,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
